Unnamed: 0,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,additional_retirement_savings,new_accumulated_capital
12741,39,1340,1,3,1,-260004.20048964,0.04,235991.69,0.0,-260004.20048964
12742,63,1311,3,4,2,19006.4461463133,0.07,29735.12,652.3157412262401,19658.761887539542
12743,35,1553,1,1,1,15306.249752952956,0.19,56951.09,68844.3843932833,84150.63414623625
12744,50,1756,1,1,1,528199.0299058575,0.3,18389.93,62168.007518826984,590367.0374246845
12745,50,3293,1,1,1,58604.7372466626,0.28,22833.06,72042.3327353959,130647.0699820585
12746,44,1759,1,1,1,374888.101614266,0.01,93829.98,0.0,374888.101614266
12747,56,2929,1,1,1,-105087.8852708413,0.29,82617.96,0.0,-105087.8852708413
12748,51,2929,1,1,1,-300715.0309648943,0.14,47071.98,13594.858678791828,-287120.17228610243
12749,53,3344,2,1,3,-32058.831528041537,0.26,65002.36,0.0,-32058.831528041537
12750,45,1596,1,1,1,20303.67094614806,0.28,23533.75,110079.52438491561,130383.19533106367
12751,50,2992,1,1,1,208556.897659924,0.01,37456.43,4220.77303877433,212777.67069869832
12752,63,3650,1,1,1,32586.87530992926,0.04,132251.54,0.0,32586.87530992926
12753,57,1545,3,2,3,48252.60226498441,0.22,164491.75,0.0,48252.60226498441
12754,42,1840,1,2,1,10814.733804397943,0.02,141002.9,0.0,10814.733804397943
12755,38,2123,1,2,1,12834.05530502157,0.03,82635.26,0.0,12834.05530502157
12756,59,1739,3,2,5,-294514.0067635367,0.27,35557.27,1190.6789258615797,-293323.3278376751
12757,40,1608,3,1,5,20538.231028214093,0.07,156611.03,0.0,20538.231028214093
12758,46,3140,1,1,1,66544.62630829978,0.26,72076.63,0.0,66544.62630829978
12759,44,2958,1,1,1,163762.2706176925,0.03,24156.33,13001.268437903896,176763.5390555964
12760,53,2958,1,1,1,-73506.93350581553,0.15,105903.16,0.0,-73506.93350581553
12761,44,3293,3,1,5,7321.913144379981,0.04,33012.35,4738.053328642076,12059.966473022057
12762,36,3345,2,1,3,-66831.82105654194,0.3,11136.6,100201.9022139681,33370.08115742616
12763,39,1611,1,1,1,137973.75660942533,0.23,102947.57,0.0,137973.75660942533
12764,58,2902,1,1,1,-38258.30438012388,0.19,253988.36,0.0,-38258.30438012388
12765,36,1835,3,2,4,-338368.72697799443,0.05,44899.41,0.0,-338368.72697799443
12766,42,1835,2,2,5,-324454.69954601006,0.07,31516.51,9078.750146650775,-315375.9493993593
12767,36,1675,3,1,4,94041.4808105821,0.34,80469.67,0.0,94041.4808105821
12768,45,1596,1,1,1,118727.644266948,0.22,47040.98,34576.92873001758,153304.57299696558
12769,45,1794,2,1,3,314250.13544940954,0.07,14769.08,17270.657056384647,331520.7925057942
12770,44,1587,3,1,3,-92419.71949635448,0.23,128128.14,0.0,-92419.71949635448
12771,47,2106,2,2,3,335035.7036732138,0.28,95314.88,0.0,335035.7036732138
12772,35,1670,1,1,1,19101.41616616589,0.11,92464.71,0.0,19101.41616616589
12773,59,3301,2,1,3,-160458.57741197973,0.16,103983.17,0.0,-160458.57741197973
12774,55,2776,3,1,3,-25131.25576991572,0.2,31516.36,8679.202752118126,-16452.053017797592
12775,58,2776,1,1,1,47398.63343951818,0.3,97635.55,0.0,47398.63343951818
12776,43,2999,2,1,3,134532.89520054357,0.26,56239.89,0.0,134532.89520054357
12777,54,2816,1,1,1,16744.484307029343,0.3,111790.93,0.0,16744.484307029343
12778,59,1234,3,1,3,122867.34425951692,0.32,16566.65,21191.585037318553,144058.92929683547
12779,37,1363,3,3,5,185895.02276910303,0.07,114007.56,0.0,185895.02276910303
12780,55,2929,1,1,1,44978.77041626238,0.0,76108.02,0.0,44978.77041626238
12781,53,1911,3,2,2,-24272.42261856048,0.22,214540.7,0.0,-24272.42261856048
12782,46,1637,1,1,1,-179328.53884966124,0.07,118965.56,0.0,-179328.53884966124
12783,61,2902,1,1,1,-272110.20271588553,0.19,122176.22,0.0,-272110.20271588553
12784,49,1986,1,1,1,-36551.44543124979,0.33,128554.91,0.0,-36551.44543124979
12785,44,1986,1,1,1,445664.9455358172,0.28,63514.14,63810.473265304405,509475.4188011216
12786,47,1986,3,1,3,-122745.99338920377,0.35,41449.67,0.0,-122745.99338920377
12787,58,3641,1,1,1,34064.552328602855,0.0,32635.8,0.0,34064.552328602855
12788,60,3728,3,1,3,28799.550049946243,0.23,49302.07,0.0,28799.550049946243
12789,54,3344,2,1,3,-81498.49044436899,0.01,26242.66,403.4864835860294,-81095.00396078295
12790,53,2760,2,1,5,130679.4345443696,0.06,223849.75,0.0,130679.4345443696
12791,63,2776,1,1,1,98983.3145803232,0.04,169124.51,0.0,98983.3145803232
12792,37,1626,3,2,5,-2770.599871137096,0.24,45267.74,0.0,-2770.599871137096
12793,37,1670,1,1,1,-200939.1406786601,0.08,5129.42,11592.005558526269,-189347.13512013384
12794,48,2929,1,1,1,73108.5124789693,0.35,45769.66,42624.14443421075,115732.65691318005
12795,43,3032,2,1,5,28015.29092198049,0.02,84757.05,0.0,28015.29092198049
12796,38,1700,2,2,5,-38949.6426339485,0.31,65350.83,0.0,-38949.6426339485
12797,53,1224,1,3,1,-43238.93817628031,0.31,148902.94,0.0,-43238.93817628031
12798,38,1786,1,1,1,146748.28973284885,0.22,87234.09,0.0,146748.28973284885
12799,38,1628,1,1,1,169032.1936717033,0.24,106975.8,0.0,169032.1936717033
12800,50,3281,2,2,3,189643.9266102005,0.22,164114.26,0.0,189643.9266102005
12801,48,2268,2,2,3,18144.66345325736,0.12,131068.51,0.0,18144.66345325736
12802,44,2257,1,2,1,51791.98280783095,0.09,23596.9,38100.5265951874,89892.50940301835
12803,55,1573,3,1,3,84555.99521464348,0.08,12187.33,6712.469845944886,91268.46506058837
12804,45,1696,1,1,1,149403.05776167082,0.01,65790.54,2198.117096943376,151601.1748586142
12805,53,1553,1,1,1,-29571.853868151586,0.09,44853.46,13766.917336539085,-15804.9365316125
12806,35,1657,1,1,1,73373.07929425348,0.01,31489.31,10017.192693069288,83390.27198732276
12807,60,3728,1,1,1,-133827.80575568046,0.26,43849.86,15277.337770696362,-118550.46798498409
12808,36,1484,1,1,1,-215312.12025191265,0.21,58686.08,73924.17424773768,-141387.94600417497
12809,43,1484,1,1,1,100623.83843668796,0.17,56102.1,36680.36554294584,137304.2039796338
12810,36,1831,3,2,1,32878.70409132167,0.01,53299.33,2545.168282876498,35423.87237419817
12811,51,3379,2,1,4,39662.9028075055,0.13,179698.07,0.0,39662.9028075055
12812,53,2846,1,1,1,260390.61453430352,0.03,43370.23,4437.222689744839,264827.83722404833
12813,63,2827,1,1,1,356220.5735506033,0.13,59060.23,2406.1827525486406,358626.75630315195
12814,57,1496,1,1,1,85301.53399718551,0.16,189823.4,0.0,85301.53399718551
12815,43,1591,1,1,1,4269.2643174685545,0.09,69840.21,24174.28632645806,28443.550643926614
12816,49,1594,1,1,1,18832.338803652725,0.07,73648.07,0.0,18832.338803652725
12817,44,2983,1,1,1,3805.737140762849,0.02,66363.1,4762.337532075224,8568.074672838073
12818,39,1591,2,1,5,54956.51414926458,0.01,25444.5,1271.217497525763,56227.731646790344
12819,44,1591,3,1,3,16244.28911794634,0.06,131236.86,0.0,16244.28911794634
12820,58,3159,2,1,4,172242.76999468965,0.28,116589.81,0.0,172242.76999468965
12821,54,2960,3,1,3,-40990.30074729888,0.24,37400.26,0.0,-40990.30074729888
12822,61,1980,3,2,5,-38393.49171916518,0.02,123897.13,0.0,-38393.49171916518
12823,55,3336,2,1,5,32436.12959710133,0.15,62279.86,0.0,32436.12959710133
12824,62,3360,2,1,3,57411.234198555336,0.3,89173.3,0.0,57411.234198555336
12825,45,3763,3,1,5,49577.33427137881,0.31,98206.24,0.0,49577.33427137881
12826,50,1596,1,1,1,-116923.54001075786,0.33,52889.16,39334.73445737845,-77588.80555337941
12827,40,1574,3,1,3,229300.2824722518,0.24,75390.96,0.0,229300.2824722518
12828,62,1646,1,1,1,20691.08750930357,0.13,56934.37,3161.7807434025035,23852.868252706074
12829,57,3332,2,1,3,-63310.33333899447,0.26,60714.09,0.0,-63310.33333899447
12830,39,1611,3,1,3,-242564.3882628115,0.1,67848.6,0.0,-242564.3882628115
12831,40,1611,2,1,3,183479.9929477978,0.25,59872.57,0.0,183479.9929477978
12832,63,3421,3,1,3,14807.196787472863,0.13,136813.08,0.0,14807.196787472863
12833,44,1721,3,1,3,236741.3243922708,0.03,125796.31,0.0,236741.3243922708
12834,40,1784,3,2,5,104919.04225480794,0.16,117657.52,0.0,104919.04225480794
12835,39,1553,3,1,3,-53377.802891593405,0.1,109109.34,0.0,-53377.802891593405
12836,49,1644,1,1,1,-52930.5367872154,0.3,45160.3,57385.891851049484,4455.355063834082
12837,49,2039,1,1,1,45702.021019339554,0.04,96036.49,0.0,45702.021019339554
12838,50,1593,1,3,1,86750.45658264241,0.2,31358.87,70673.40535252783,157423.86193517025
12839,55,2050,1,1,1,20835.247426841404,0.26,346266.82,0.0,20835.247426841404
12840,37,1715,1,1,1,-83540.26297337844,0.03,99071.07,0.0,-83540.26297337844
12841,50,3007,1,1,1,-153790.95063340676,0.12,217723.61,0.0,-153790.95063340676
12842,39,1790,1,1,1,50050.47625574464,0.32,165553.02,0.0,50050.47625574464
12843,49,3824,1,1,1,-61143.00570768766,0.08,54399.97,10674.84143264514,-50468.16427504252
12844,43,1652,3,1,3,-205254.2804253846,0.08,54913.43,0.0,-205254.2804253846
12845,40,1652,2,1,3,-43678.3227945789,0.18,25270.12,21331.64279810875,-22346.679996470146
12846,44,2675,2,1,5,130321.81008902926,0.17,53649.33,0.0,130321.81008902926
12847,42,1719,1,2,1,16629.129072492055,0.09,45816.33,16968.861782323445,33597.9908548155
12848,56,2851,1,1,1,-114955.77738372072,0.27,63272.37,20895.199980274025,-94060.57740344669
12849,49,1620,1,1,1,546.3336813131189,0.08,17314.63,16988.146290790282,17534.4799721034
12850,60,3170,1,1,1,-190018.4020366321,0.22,5622.87,4144.067816065432,-185874.33422056667
12851,53,1194,2,3,3,30119.03138354097,0.09,59818.67,0.0,30119.03138354097
12852,36,1648,2,3,3,329554.4383766359,0.1,21598.5,25911.089380581638,355465.5277572175
12853,60,1397,1,3,1,52632.66833914934,0.35,104610.86,0.0,52632.66833914934
12854,43,1346,1,3,1,-188330.62845172416,0.04,135231.49,0.0,-188330.62845172416
12855,42,2977,2,1,3,163988.4023029941,0.3,35283.5,43559.493212471716,207547.89551546582
12856,59,2881,1,1,1,200048.1615187417,0.09,25325.3,9111.206167417731,209159.3676861594
12857,35,2538,1,1,1,-14095.292431183178,0.27,9815.43,84305.51349756453,70210.22106638136
12858,62,3858,1,1,1,51215.632511593394,0.11,117017.46,0.0,51215.632511593394
12859,62,3154,1,1,1,-14893.182654764258,0.17,143521.78,0.0,-14893.182654764258
12860,56,3144,2,1,5,113710.77978050182,0.23,154197.57,0.0,113710.77978050182
12861,58,2941,2,1,3,-36780.60241709285,0.07,114385.44,0.0,-36780.60241709285
12862,49,3065,3,1,4,-68120.00914832567,0.16,36400.15,0.0,-68120.00914832567
12863,47,1635,1,1,1,86601.53969029625,0.31,42943.96,76623.77202916237,163225.3117194586
12864,63,1891,1,1,1,-34146.08079500271,0.19,72400.0,0.0,-34146.08079500271
12865,63,2821,3,1,3,115039.36585155116,0.23,48523.91,0.0,115039.36585155116
12866,62,2881,1,1,1,352024.362789374,0.21,67367.37,6043.419841521848,358067.78263089585
12867,48,2758,2,1,5,115728.85403579478,0.32,50927.07,0.0,115728.85403579478
12868,43,2750,3,1,3,85244.74898761506,0.17,9083.6,29694.946218225592,114939.69520584066
12869,59,2671,2,1,3,39769.40719404807,0.33,76176.18,0.0,39769.40719404807
12870,59,1929,2,1,5,-63635.940970577314,0.2,25815.39,4127.7886028296525,-59508.152367747665
12871,40,1576,1,1,1,-53565.19884537071,0.2,77120.19,0.0,-53565.19884537071
12872,51,3539,2,1,3,3578.876234064644,0.3,76315.85,0.0,3578.876234064644
12873,60,1611,1,1,1,-136159.8754339052,0.33,78812.99,0.0,-136159.8754339052
12874,50,3678,1,1,1,-210401.57356788247,0.17,117216.26,0.0,-210401.57356788247
12875,62,3088,2,1,5,81411.21003419142,0.21,60298.02,0.0,81411.21003419142
12876,49,1634,1,1,1,67774.7109015212,0.05,19723.79,12094.924564112343,79869.63546563355
12877,44,1353,1,1,1,124786.28565096896,0.24,57339.84,49377.74253135037,174164.02818231934
12878,52,2991,3,1,4,-77580.96237899344,0.17,50702.8,0.0,-77580.96237899344
12879,51,2991,1,1,1,8939.839128766105,0.33,101424.34,0.0,8939.839128766105
12880,63,3379,1,1,1,-37252.70120687421,0.03,40327.4,1895.752359696,-35356.94884717821
12881,61,2355,1,1,1,-199580.44613503324,0.18,121339.06,0.0,-199580.44613503324
12882,52,2925,3,1,3,-201290.15597073708,0.33,27602.69,17126.52883798054,-184163.62713275655
12883,50,2925,1,1,1,-112734.50281010044,0.13,24405.68,35751.9622073006,-76982.54060279984
12884,58,2122,1,1,1,88979.57737675379,0.32,44994.63,26914.97689703549,115894.55427378928
12885,45,1741,1,1,1,461056.31486613216,0.13,29041.55,63069.66461269101,524125.9794788232
12886,51,2171,1,1,1,-149684.5197605126,0.27,31189.77,86862.06221604325,-62822.45754446935
12887,50,2171,1,1,1,-86985.24225197948,0.02,77470.31,0.0,-86985.24225197948
12888,45,1401,1,1,1,89696.30402389102,0.3,29739.21,149041.79069800026,238738.09472189128
12889,60,1888,1,1,1,255539.89937208223,0.01,155477.64,0.0,255539.89937208223
12890,46,1548,1,1,1,167326.4616607726,0.31,18640.1,89695.30319037738,257021.76485115
12891,46,2758,2,1,5,27822.22771875735,0.29,19601.23,88235.04125060127,116057.26896935861
12892,36,1466,1,1,1,339033.63303542143,0.11,115871.93,0.0,339033.63303542143
12893,36,1437,3,1,3,16588.07439855281,0.09,169625.82,0.0,16588.07439855281
12894,58,3603,1,1,1,70717.3398310467,0.11,48384.38,4974.520420774116,75691.86025182082
12895,50,1595,3,1,3,89331.14270127098,0.09,33176.5,6729.281410364358,96060.42411163534
12896,61,3154,1,1,1,18717.728661620786,0.13,30483.96,10818.340640292365,29536.06930191315
12897,38,1333,1,1,1,-64918.778949238345,0.15,16551.08,65987.49467653848,1068.7157273001358
12898,57,3127,3,1,3,-81123.84015388023,0.35,36070.37,0.0,-81123.84015388023
12899,58,2976,3,1,3,28325.75532071668,0.28,81036.43,0.0,28325.75532071668
12900,46,1634,1,1,1,-130303.37073640336,0.26,95331.05,0.0,-130303.37073640336
12901,59,1738,1,4,1,-24273.26493158253,0.23,42535.62,15642.975338961525,-8630.289592621004
12902,48,2925,1,1,1,-151822.93748193147,0.15,45455.96,18142.287187336136,-133680.65029459534
12903,46,1961,1,1,1,-20331.13505360408,0.29,78097.47,0.0,-20331.13505360408
12904,62,2976,1,1,1,223237.5276656297,0.17,9858.37,3579.6281771769577,226817.15584280665
12905,41,1823,3,1,2,-84225.17006411687,0.23,103357.33,0.0,-84225.17006411687
12906,54,1688,1,1,1,-56263.64960900433,0.1,18470.42,14199.331958263889,-42064.31765074044
12907,39,2004,1,1,1,377034.7108367404,0.04,35017.29,34989.55905121651,412024.2698879569
12908,61,3511,1,1,1,152516.32243303797,0.14,45043.84,5597.062457374343,158113.38489041233
12909,56,3511,1,1,1,-53368.2104537496,0.25,26150.23,39981.04963744671,-13387.160816302887
12910,40,1224,3,1,3,-95352.5954905546,0.04,42869.75,0.0,-95352.5954905546
12911,62,2694,3,1,5,-54660.65054436034,0.28,28606.6,3421.6702445804035,-51238.980299779934
12912,51,2637,2,1,3,104617.21446408138,0.3,108545.19,0.0,104617.21446408138
12913,54,2820,1,1,1,52839.24212038801,0.3,73784.55,0.0,52839.24212038801
12914,35,1888,3,1,5,-308683.3400638112,0.17,54328.93,0.0,-308683.3400638112
12915,45,1703,1,1,1,134822.24430043992,0.32,178009.39,0.0,134822.24430043992
12916,48,1466,1,1,1,-205126.0781170677,0.21,292184.65,0.0,-205126.0781170677
12917,41,1576,3,1,3,47154.48058889459,0.06,37298.31,0.0,47154.48058889459
12918,58,3497,2,1,3,-161300.53156990395,0.31,20505.24,11882.55679546732,-149417.97477443662
12919,44,2355,3,1,1,-280170.1808959976,0.08,31292.39,17964.793491001517,-262205.3874049961
12920,43,1961,1,1,1,46676.962509042256,0.1,30857.11,59337.72188662379,106014.68439566605
12921,59,2941,2,1,5,17643.387952803543,0.11,14240.6,6261.8078804156685,23905.19583321921
12922,57,2941,2,1,3,26183.66272983757,0.23,83075.85,0.0,26183.66272983757
12923,60,1199,1,3,1,50831.056050094725,0.18,129755.59,0.0,50831.056050094725
12924,57,2976,3,1,1,-190572.1454333809,0.31,47696.98,15906.616124593304,-174665.5293087876
12925,62,2881,1,1,1,217606.8898819729,0.13,69623.09,3866.433320649362,221473.32320262227
12926,49,2878,1,1,1,17138.936342335543,0.31,116335.24,0.0,17138.936342335543
12927,46,2878,3,1,5,-50041.1175514022,0.04,38841.51,0.0,-50041.1175514022
12928,54,1392,1,3,1,68374.68726731835,0.3,134741.96,0.0,68374.68726731835
12929,58,1424,2,1,3,178209.1436400417,0.33,50776.58,0.0,178209.1436400417
12930,42,3766,2,1,5,-201931.55320411923,0.3,138081.91,0.0,-201931.55320411923
12931,43,2934,2,1,5,227200.11014580296,0.11,9356.94,19792.568188427504,246992.67833423047
12932,58,3127,1,1,1,83862.8497908665,0.01,83898.13,0.0,83862.8497908665
12933,46,1499,1,3,1,-60123.450120434216,0.11,89567.29,0.0,-60123.450120434216
12934,52,2925,1,1,1,-238801.87659155924,0.19,195295.97,0.0,-238801.87659155924
12935,46,1497,3,1,3,-113375.6846374272,0.13,66063.93,0.0,-113375.6846374272
12936,49,2242,1,1,1,-32537.57018752908,0.29,175638.66,0.0,-32537.57018752908
12937,42,1706,1,1,1,90257.54213980572,0.27,36448.67,202490.82915835435,292748.37129816005
12938,45,1797,1,1,1,-124359.09345419856,0.31,138165.48,0.0,-124359.09345419856
12939,50,1779,3,1,3,7024.395008840599,0.04,95492.98,0.0,7024.395008840599
12940,48,1758,1,1,1,56713.505431019,0.05,56050.78,7456.956490298129,64170.46192131713
12941,48,2310,1,1,1,92447.19236573034,0.12,84164.06,0.0,92447.19236573034
12942,40,1441,1,1,1,78938.2082403706,0.13,23692.57,72222.0850676987,151160.2933080693
12943,48,1927,1,1,1,-165073.9553275062,0.28,182900.14,0.0,-165073.9553275062
12944,36,1412,3,1,3,12358.550641795697,0.1,37489.45,0.0,12358.550641795697
12945,54,2542,1,1,1,146583.10958054653,0.28,75637.08,0.0,146583.10958054653
12946,59,2965,1,1,1,-142520.58528621483,0.15,50586.42,6066.440830468394,-136454.14445574643
12947,60,1469,1,1,1,-52379.46009229027,0.2,79651.76,0.0,-52379.46009229027
12948,45,3869,1,1,1,12730.9702934238,0.2,130269.13,0.0,12730.9702934238
12949,62,3142,3,1,3,100606.7782448828,0.19,92645.03,0.0,100606.7782448828
12950,49,1790,1,1,1,-244820.69627520425,0.29,23801.44,84653.32492589037,-160167.37134931388
12951,47,1511,1,1,1,167477.7972163561,0.12,49941.08,17246.815777270716,184724.6129936268
12952,49,1589,1,1,1,82765.1328736767,0.14,38895.36,66783.41466133941,149548.5475350161
12953,46,2144,1,1,1,424132.47597889,0.24,100055.35,0.0,424132.47597889
12954,53,3783,1,1,1,267227.13099531457,0.0,96878.45,0.0,267227.13099531457
12955,53,3060,1,1,1,506192.3925352394,0.32,16283.99,44427.211880947245,550619.6044161867
12956,56,3730,1,1,1,63536.23895776564,0.18,17858.25,19658.486268583933,83194.72522634958
12957,50,1668,1,1,1,-263423.6537443549,0.04,18382.91,8285.903477957192,-255137.75026639772
12958,61,3237,1,1,1,166208.44897568342,0.18,96155.85,0.0,166208.44897568342
12959,35,3617,1,1,1,-32269.069718766987,0.21,315154.48,0.0,-32269.069718766987
12960,36,1862,1,1,1,-157008.4526159469,0.25,20995.79,157425.2237730404,416.77115709349164
12961,47,2980,1,1,1,-176690.0467281398,0.17,47117.78,23051.72818215235,-153638.31854598745
12962,61,2939,3,1,3,182361.33659814188,0.34,91004.44,0.0,182361.33659814188
12963,55,2871,1,1,1,126067.66492437724,0.06,71901.9,0.0,126067.66492437724
12964,47,1566,3,1,1,171716.90401060297,0.13,71935.62,0.0,171716.90401060297
12965,45,4021,3,1,5,292640.5765288934,0.03,51050.02,0.0,292640.5765288934
12966,62,3383,2,1,5,-25995.81897511907,0.15,34911.04,2237.009992736871,-23758.808982382197
12967,59,1786,3,2,3,2194.645927255884,0.08,83758.47,0.0,2194.645927255884
12968,45,2067,1,4,1,130103.9147929013,0.02,50458.09,3371.69417694725,133475.60896984854
12969,42,1300,3,1,1,76116.45656774128,0.22,19993.09,90502.90314797469,166619.35971571598
12970,50,3128,1,1,1,89268.01291670169,0.23,135895.83,0.0,89268.01291670169
12971,54,1726,1,1,1,50942.666826159984,0.09,36755.38,25430.48061088595,76373.14743704593
12972,43,1942,1,4,1,-199077.70864530388,0.26,28998.6,144985.97700639383,-54091.731638910045
12973,50,1615,1,1,1,530519.3943005129,0.33,21931.47,81554.38172112788,612073.7760216407
12974,37,1862,1,1,1,179057.2596250419,0.16,48872.87,44179.23123480874,223236.49085985063
12975,58,1726,1,1,1,372057.63198959606,0.22,69550.45,14301.315168202185,386358.9471577982
12976,38,2162,2,1,3,-138368.51959162805,0.03,24242.71,3866.13005814694,-134502.38953348112
12977,38,2074,1,1,1,272373.5402840522,0.09,64483.53,30850.72340366485,303224.26368771703
12978,46,2432,1,1,1,81256.1313929879,0.06,63528.71,11833.441094463658,93089.57248745156
12979,36,1375,1,1,1,-11044.086537833926,0.23,92790.3,0.0,-11044.086537833926
12980,37,1375,1,1,1,-217698.6231800429,0.06,50374.48,17076.236265538897,-200622.386914504
12981,53,2810,3,1,3,-292594.26573547465,0.22,103368.99,0.0,-292594.26573547465
12982,61,2797,1,1,1,61632.53212260359,0.03,32187.85,2636.0833630233574,64268.61548562694
12983,54,3567,3,1,3,-68343.83123060338,0.26,47036.46,0.0,-68343.83123060338
12984,50,3567,3,1,3,53037.82875352748,0.09,51107.55,0.0,53037.82875352748
12985,63,3186,2,1,5,6157.775473598519,0.3,134950.51,0.0,6157.775473598519
12986,60,3062,3,1,3,-32939.18065659107,0.21,19912.54,14008.51457087045,-18930.666085720615
12987,42,1548,1,1,1,45637.89762266359,0.31,50430.12,64334.154836461006,109972.05245912459
12988,37,2538,1,1,1,170240.7007688883,0.3,138505.92,0.0,170240.7007688883
12989,63,3154,1,1,1,320959.93930910266,0.24,21414.21,8053.291635667199,329013.23094476986
12990,45,3065,1,1,1,-159883.22785171896,0.22,68298.4,50201.94964420879,-109681.27820751016
12991,57,2925,1,1,1,339951.7612995714,0.25,96401.48,0.0,339951.7612995714
12992,43,1466,3,1,3,-191155.73206748176,0.04,78502.36,0.0,-191155.73206748176
12993,45,1535,1,1,1,91236.94035684524,0.1,121016.74,0.0,91236.94035684524
12994,51,1560,1,1,1,-26005.941385596427,0.33,28847.32,98191.43602628965,72185.49464069323
12995,46,2980,1,1,1,-21099.82865328268,0.01,37797.91,5867.1549377549,-15232.673715527779
12996,41,1488,2,1,5,170533.66238815172,0.08,40680.58,0.0,170533.66238815172
12997,37,1488,3,1,5,-55157.14833448934,0.09,8570.69,21790.070200033562,-33367.078134455776
12998,57,3730,1,1,1,30892.80678982512,0.11,110648.58,0.0,30892.80678982512
12999,36,1726,1,2,1,85762.92665354158,0.03,14796.01,13312.755663100897,99075.68231664247
13000,44,1668,2,1,3,16894.615283647498,0.02,107804.0,0.0,16894.615283647498
13001,45,1668,3,1,5,-141527.11513079127,0.22,91151.98,0.0,-141527.11513079127
13002,52,2801,2,1,3,-86460.33562064156,0.09,122219.12,0.0,-86460.33562064156
13003,39,1401,1,1,1,-266932.5634529405,0.08,34164.38,68274.6489781591,-198657.9144747814
13004,47,1838,1,1,1,294935.74690990354,0.29,41321.25,68971.74165590023,363907.48856580374
13005,41,2074,1,1,1,79271.56387320983,0.0,85093.64,0.0,79271.56387320983
13006,41,1632,1,1,1,10704.26938185282,0.12,94681.53,0.0,10704.26938185282
13007,46,3060,1,1,1,22381.60250409676,0.06,45370.97,8451.213646454931,30832.81615055169
13008,55,3621,2,1,3,-92484.1773364918,0.16,99281.25,0.0,-92484.1773364918
13009,59,3254,2,1,3,-149284.8354841703,0.25,59459.96,0.0,-149284.8354841703
13010,43,3295,2,1,3,-6794.191691337156,0.01,42671.63,0.0,-6794.191691337156
13011,45,2790,2,1,3,473582.4210986876,0.11,11320.79,20803.039658054306,494385.46075674193
13012,38,2790,3,1,5,-17566.024310481956,0.04,123138.89,0.0,-17566.024310481956
13013,54,4021,1,1,1,-210762.6264143324,0.15,33646.36,38798.99602937441,-171963.630384958
13014,54,3783,1,1,1,420339.3619500177,0.06,67995.31,6272.654189531543,426612.0161395492
13015,44,1632,1,1,1,-51212.47184161353,0.31,118088.33,0.0,-51212.47184161353
13016,46,1380,1,1,1,73018.12575617453,0.35,99832.14,0.0,73018.12575617453
13017,45,3128,3,1,3,206024.1858154228,0.12,210589.53,0.0,206024.1858154228
13018,47,3128,2,1,3,198608.5250056883,0.22,65169.44,0.0,198608.5250056883
13019,43,3808,1,1,1,93347.96856892869,0.04,4794.78,3688.1136587003252,97036.08222762901
13020,42,2031,1,1,1,133187.38463917412,0.07,69561.71,20038.176335634205,153225.56097480832
13021,53,1615,1,4,1,373647.3496273463,0.08,3030.88,2067.268954748274,375714.6185820946
13022,35,1862,1,1,1,-203546.7319868308,0.33,150356.64,0.0,-203546.7319868308
13023,60,1526,1,1,1,58261.19691245716,0.26,12635.38,11005.44951119008,69266.64642364724
13024,54,1794,1,1,1,18166.92952462101,0.09,63619.46,8803.464657446253,26970.394182067263
13025,59,1891,1,1,1,130719.57986204504,0.31,34009.86,39974.10655842942,170693.68642047446
13026,38,1589,3,1,3,87028.30618270948,0.04,108615.1,0.0,87028.30618270948
13027,39,2942,2,3,3,61542.96384380759,0.03,261167.65,0.0,61542.96384380759
13028,60,2983,1,1,1,15236.207561045196,0.13,43977.62,7660.924745156904,22897.1323062021
13029,44,1518,1,1,1,-115298.12017499642,0.25,28004.43,125603.07239016611,10304.952215169687
13030,60,2921,2,1,5,-77088.34807430973,0.01,17136.33,574.068804061696,-76514.27927024804
13031,43,1518,1,1,1,15726.40285245515,0.27,20060.32,104154.30870276017,119880.71155521533
13032,43,1757,2,1,3,397426.2055551329,0.32,146922.93,0.0,397426.2055551329
13033,42,2980,1,1,1,88339.52574680516,0.11,10508.36,23784.144605062338,112123.67035186749
13034,57,2765,2,1,3,172250.36028826816,0.19,79638.75,0.0,172250.36028826816
13035,56,1997,2,1,3,37495.10836314537,0.08,46402.32,0.0,37495.10836314537
13036,41,3082,2,1,5,-330017.8033041456,0.23,16339.34,82606.75649743002,-247411.04680671555
13037,46,1935,1,2,1,-126062.61725443653,0.3,214513.33,0.0,-126062.61725443653
13038,58,3730,3,1,2,-64106.49118263256,0.07,21762.04,2847.6131671341504,-61258.87801549841
13039,52,3783,1,1,1,190674.4636139621,0.03,18590.87,5243.1825102775265,195917.64612423963
13040,49,2018,2,1,3,25118.960124779496,0.28,91957.86,0.0,25118.960124779496
13041,53,2018,3,1,3,-346674.3458049893,0.14,87287.45,0.0,-346674.3458049893
13042,51,3783,3,1,3,-216707.76273709183,0.29,17172.29,51366.551642943356,-165341.2110941485
13043,57,3730,1,1,1,-139675.3574643515,0.11,9650.98,5710.30531786087,-133965.0521464906
13044,51,2018,1,1,1,-128276.97152266491,0.25,33109.76,85378.83821920825,-42898.13330345666
13045,35,1802,1,4,1,108041.00340488336,0.32,107770.36,0.0,108041.00340488336
